STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2015,,204.19,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2016,,203.28,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2017,,197.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2018,,198.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2019,,199.63,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2020,,202.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2021,,206.04,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2022,,210.30,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2023,,218.41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2008,,386.96,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2009,,385.86,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2010,,379.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2011,,372.21,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2012,,358.60,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2013,,350.30,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2014,,391.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2015,,345.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2016,,346.82,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2017,,347.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2018,,343.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2019,,342.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2020,,345.54,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2021,,349.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2022,,347.81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SI,Slovenia,2023,,334.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2008,,374.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2009,,405.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2010,,399.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2011,,392.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2012,,402.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2013,,414.06,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2014,,414.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2015,,411.23,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2016,,405.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2017,,404.91,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2018,,402.67,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2019,,403.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2020,,387.83,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2021,,378.73,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2022,,377.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SK,Slovakia,2023,,369.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2009,,514.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2010,,511.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2011,,502.62,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2012,,505.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2015,,464.13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2016,,462.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2017,,489.68,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2018,,583.22,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2019,,530.53,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2020,,528.00,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2021,,540.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2022,,545.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,TR,Türkiye,2023,,566.19,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2008,,263.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2009,,261.15,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2010,,250.81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2011,,239.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2012,,229.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2013,,225.36,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2014,,222.46,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2015,,215.13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKC-L,England and Wales,2016,,211.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2008,,321.54,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2009,,331.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2010,,328.16,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2011,,328.43,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2012,,328.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2013,,324.39,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2014,,323.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2015,,322.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2016,,320.00,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKM,Scotland (NUTS 2021),2017,,318.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2008,,492.72,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2009,,470.05,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2010,,453.52,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2011,,434.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2012,,415.52,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2013,,401.33,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2014,,372.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2015,,369.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2016,,364.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,UKN,Northern Ireland (UK) (NUTS 2021),2017,,360.33,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2008,,325.39,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2009,,332.01,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2010,,327.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2011,,401.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2016,,439.32,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2017,,490.71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2018,,480.01,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2019,,518.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,XK,Kosovo*,2020,,457.66,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2008,,3574,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2009,,3843,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2010,,3551,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2011,,3615,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2012,,3615,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2013,,3512,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2014,,3603,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2015,,4052,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2016,,3826,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2017,,3826,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2018,,4223,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISA,Personnel in adult prison,T,Total,NR,Number,AL,Albania,2019,,4223,,,,,
